numero_de_cliente,foto_mes,active_quarter,cliente_vip,internet,cliente_edad,cliente_antiguedad,mrentabilidad,mrentabilidad_annual,mcomisiones,mactivos_margen,mpasivos_margen,cproductos,tcuentas,ccuenta_corriente,mcuenta_corriente_adicional,mcuenta_corriente,ccaja_ahorro,mcaja_ahorro,mcaja_ahorro_adicional,mcaja_ahorro_dolares,cdescubierto_preacordado,mcuentas_saldo,ctarjeta_debito,ctarjeta_debito_transacciones,mautoservicio,ctarjeta_visa,ctarjeta_visa_transacciones,mtarjeta_visa_consumo,ctarjeta_master,ctarjeta_master_transacciones,mtarjeta_master_consumo,cprestamos_personales,mprestamos_personales,cprestamos_prendarios,mprestamos_prendarios,cprestamos_hipotecarios,mprestamos_hipotecarios,cplazo_fijo,mplazo_fijo_dolares,mplazo_fijo_pesos,cinversion1,minversion1_pesos,minversion1_dolares,cinversion2,minversion2,cseguro_vida,cseguro_auto,cseguro_vivienda,cseguro_accidentes_personales,ccaja_seguridad,cpayroll_trx,mpayroll,mpayroll2,cpayroll2_trx,ccuenta_debitos_automaticos,mcuenta_debitos_automaticos,ctarjeta_visa_debitos_automaticos,mttarjeta_visa_debitos_automaticos,ctarjeta_master_debitos_automaticos,mttarjeta_master_debitos_automaticos,cpagodeservicios,mpagodeservicios,cpagomiscuentas,mpagomiscuentas,ccajeros_propios_descuentos,mcajeros_propios_descuentos,ctarjeta_visa_descuentos,mtarjeta_visa_descuentos,ctarjeta_master_descuentos,mtarjeta_master_descuentos,ccomisiones_mantenimiento,mcomisiones_mantenimiento,ccomisiones_otras,mcomisiones_otras,cforex,cforex_buy,mforex_buy,cforex_sell,mforex_sell,ctransferencias_recibidas,mtransferencias_recibidas,ctransferencias_emitidas,mtransferencias_emitidas,cextraccion_autoservicio,mextraccion_autoservicio,ccheques_depositados,mcheques_depositados,ccheques_emitidos,mcheques_emitidos,ccheques_depositados_rechazados,mcheques_depositados_rechazados,ccheques_emitidos_rechazados,mcheques_emitidos_rechazados,tcallcenter,ccallcenter_transacciones,thomebanking,chomebanking_transacciones,ccajas_transacciones,ccajas_consultas,ccajas_depositos,ccajas_extracciones,ccajas_otras,catm_trx,matm,catm_trx_other,matm_other,ctrx_quarter,tmobile_app,cmobile_app_trx,Master_delinquency,Master_status,Master_mfinanciacion_limite,Master_Fvencimiento,Master_Finiciomora,Master_msaldototal,Master_msaldopesos,Master_msaldodolares,Master_mconsumospesos,Master_mconsumosdolares,Master_mlimitecompra,Master_madelantopesos,Master_madelantodolares,Master_fultimo_cierre,Master_mpagado,Master_mpagospesos,Master_mpagosdolares,Master_fechaalta,Master_mconsumototal,Master_cconsumos,Master_cadelantosefectivo,Master_mpagominimo,Visa_delinquency,Visa_status,Visa_mfinanciacion_limite,Visa_Fvencimiento,Visa_Finiciomora,Visa_msaldototal,Visa_msaldopesos,Visa_msaldodolares,Visa_mconsumospesos,Visa_mconsumosdolares,Visa_mlimitecompra,Visa_madelantopesos,Visa_madelantodolares,Visa_fultimo_cierre,Visa_mpagado,Visa_mpagospesos,Visa_mpagosdolares,Visa_fechaalta,Visa_mconsumototal,Visa_cconsumos,Visa_cadelantosefectivo,Visa_mpagominimo
256019293,202106,1,0,0,63,126,3554.58,45722.19,1793,1444.86,56.92,6,1,1,0,0,2,3402.13,0,0,1,1452.98,2,0,0,1,1,99.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99.88,0,0,0,0,1,2296.99,0,0,0,0,0,0,1,1774.04,10,1793,0,0,0,0,0,1,4692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,17,0,0,0,0,126684,-517,,0,0,0,,,140760,,,0,0,,,3138,,,,0,0,0,126684,-882,,431.83,506.53,0,99.88,0,140760,0,0,0,0,-246.33,0,3138,99.88,1,0,35.19
256159968,202106,1,0,0,57,66,1979.34,20554.56,1817.52,0,137.95,6,1,1,0,10710.24,2,0,0,0,1,18449.36,1,3,12955.78,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1947.36,4,1817.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,62,0,1,0,0,63342,-944,,0,0,0,,,70380,,,0,0,,,1984,,,,0,0,0,63342,-1310,,0,0,0,,,70380,,,0,0,,,1984,,,,0
256167261,202106,1,0,1,57,3,2464.64,7046.09,516.51,1577.54,83.27,7,1,1,0,-9440.3,2,0.72,0,0,1,-11800.38,2,0,0,1,12,13554.73,1,19,19511.34,0,0,1,418959.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,234.6,0,0,4,516.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,1,0,0,25336.8,-2129,,22270.01,22270.01,0,12547.32,0,28152,0,0,0,0,-5865,0,65,12547.32,12,0,1243.38,0,0,25336.8,-2129,,19822.59,23251.89,0,9722.99,0,28152,0,0,0,0,-14079.67,0,65,9722.99,8,0,1536.63
256218969,202106,1,0,0,46,96,10.04,2017.91,0,0,8.56,6,1,1,0,0,2,667.69,0,4.49,1,18793.18,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,55906.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45170.68,1,26509.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,63342,-972,,0,0,0,,,70380,,,0,0,,,869,,,,0,0,0,253368,-2068,,0,0,0,,,281520,,,0,0,,,1233,,,,0
257410382,202106,1,0,0,71,300,4405.51,51301.07,1702.97,2043.17,260.79,7,1,1,0,0,2,16704.43,0,0,1,17944.44,1,1,694.41,1,3,12961.95,1,1,1367.71,7,205438.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11730,0,0,1,3133.07,2,12078.96,0,0,0,0,0,0,0,0,0,0,0,0,1,1774.04,8,1702.97,0,0,0,0,0,4,41055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67,0,0,0,0,0,0,0,0,0,60,0,0,0,0,152020.8,-2099,,14739.43,14739.43,0,0,0,168912,0,0,14,1196.46,-1020.51,0,6322,0,0,0,1196.46,0,0,177357.6,-1825,,17251.21,20235.66,0,12961.95,0,197064,0,0,0,0,-7378.17,0,7311,12961.95,3,0,6967.62
257478785,202106,1,0,0,47,281,870.55,-330.73,439.78,229.14,138.1,10,1,1,0,-3670.36,3,4566.35,-785.1,0,1,6480.81,1,27,65811.78,1,14,21715.23,1,2,11135.87,4,114770.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,115053.7,0,0,2,140.99,1,1383,0,0,0,0,1,1865.07,0,0,0,0,0,0,0,0,8,439.78,0,0,0,0,0,5,15782.71,1,117.3,30,447616.8,0,0,0,0,0,0,0,0,1,16,1,2,0,0,0,0,0,30,447616.8,0,0,335,0,1,0,0,25336.8,-1460,,7560.44,7560.44,0,7421.57,0,28152,0,0,0,0,-22287,0,377,7421.57,1,0,0,0,0,63342,-1825,,20396.9,23016.85,908.71,2280.48,9.37,70380,0,0,0,0,-31788.3,0,377,2280.48,2,0,3953.01
257694208,202106,1,0,0,56,293,2382.83,38693.07,1003.72,198.76,976.95,10,1,1,0,0,2,63160.4,0,22837.01,1,174687.99,2,20,50043.14,1,6,7203.7,1,0,0,0,0,0,0,0,0,1,117300,0,0,0,0,0,0,0,0,1,0,0,3,273971.74,0,0,2,4488.9,4,1996.17,0,0,0,0,6,6189.69,0,0,0,0,0,0,0,0,14,1003.72,1,0,0,1,117.3,0,0,1,7389.9,4,82110,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,4,82110,0,0,125,0,1,0,0,542087.59,-426,,0,0,0,,,602406.91,,,0,0,,,3963,,,,0,0,0,542087.59,-517,,6232.39,7310.59,0,7172.26,0.32,602406.91,0,0,0,0,-12915.44,5.92,5699,7172.26,7,0,387.09
257839845,202106,1,0,0,80,279,2997.87,14714.82,779.2,-197.69,2089.14,7,1,1,0,0,2,156731.11,0,112296.4,1,209768.12,4,9,109326.13,1,8,30451.11,1,0,0,1,25958.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,183867.38,0,0,1,1601.19,7,17743.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,779.2,0,0,0,0,0,4,214511.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,0,0,0,0,0,0,0,0,0,64,0,0,0,0,376528.6,-273,,0,0,0,,,418365.11,,,21,0,,,7429,,,,0,0,0,378270.5,-1187,,25969.71,30462.46,0,17743.81,0,420300.56,0,0,7,0,-28934.03,0,8323,17743.81,7,0,1982.37
258014286,202106,1,0,0,66,325,5596.54,43300.93,5105.14,-1287.98,1706.91,9,1,1,0,0,2,85647.59,0,51.64,1,63134.71,1,24,34176.16,1,20,71972.59,1,4,7071.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,9061.31,8,13311.09,0,0,0,0,6,13324.36,0,0,0,0,0,0,1,3413.33,12,5105.14,0,0,0,0,0,9,143575.2,5,20968.88,2,52785,0,0,0,0,0,0,0,0,0,0,1,36,0,0,0,0,0,2,52785,0,0,187,0,1,0,0,540898.8,-364,,7156.47,7156.47,0,3984.83,0,601085.84,0,0,7,0,-4426.19,0,7678,3984.83,2,0,692.07,0,0,540898.8,-972,,61975.28,72697,0,56792.43,0,601085.84,0,0,7,0,-29230.3,0,8532,56792.43,12,0,6134.79
258430632,202106,1,0,0,55,100,-3944.78,-33108.05,1021.53,-5581.99,1348.13,9,1,1,0,0,2,21526.98,0,71.86,1,22578.73,2,0,0,1,44,285293.98,1,15,38180.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,15973.9,6,10670.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1021.53,0,0,0,0,0,0,0,4,20574.64,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,160,0,1,0,0,539879.84,-273,,36002.86,38443.84,-2440.97,14571.61,17.47,599953.5,0,0,14,38443.84,-65068.06,114.39,3049,14571.61,5,0,5290.23,0,0,542087.59,-1004,,246490.19,289132.99,0,231280.71,0,602406.91,0,0,0,0,-83685.2,0,2295,231280.71,26,0,20433.66
258524484,202106,1,0,0,70,325,7184.34,77920.14,3481.66,-2565.04,5721.63,9,1,1,0,0,2,303138.46,0,60381.44,1,448752.2,1,2,2462.12,1,14,210949.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,7835.52,2,5772.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3481.66,0,0,0,0,0,5,559748.97,2,258060,0,0,0,0,0,0,0,0,0,0,0,0,1,54,1,0,0,0,1,0,0,0,0,51,0,1,0,0,539879.84,-364,,0,0,0,,,599953.5,,,14,0,,,7678,,,,0,0,0,542087.59,-1065,,202669.68,200427.91,37303.61,210962.7,384.93,602406.91,0,0,0,0,-76379.71,0,9180,210962.7,14,0,35307.3
259292479,202106,1,0,0,54,378,1735.95,-3844.55,2210.55,-1839.28,1434.68,9,1,1,0,0,2,52929.09,0,43.78,1,33635.86,2,31,49162.34,1,20,36143.87,1,3,59493.56,0,0,0,0,0,0,1,107916,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1393.26,2,4281.81,2,12812.94,0,0,7,19079.11,0,0,2,2254.21,0,0,0,0,14,2210.55,0,0,0,0,0,4,201189.91,2,11191.59,6,26979,0,0,0,0,0,0,0,0,0,0,1,91,0,0,0,0,0,6,26979,0,0,235,0,1,0,0,709430.4,-395,,93262.61,93262.61,0,59493.56,0,788256,0,0,7,0,-68080.92,0,1821,59493.56,3,0,7659.69,0,0,253368,-1338,,90819.19,106530.9,0,14127.31,0,281520,0,0,7,0,-39600.48,0,1954,14127.31,9,0,23553.84
259301454,202106,1,0,0,80,325,1917.19,45710.19,1120.77,-926.7,1605.66,8,1,1,0,-1352.28,3,20017.65,75205.98,854.5,1,181059.86,1,21,95902.21,1,6,45742.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66900.45,0,0,12,64902.78,3,10132.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1120.77,0,0,0,0,0,1,44560.42,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,23,1,3,1,2,1,0,0,0,0,125,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,63342,-242,,39464.03,46291.3,0,45742.4,0,70380,0,0,0,0,-20065.78,0,8172,45742.4,6,0,2369.46
259728151,202106,1,0,0,67,277,7153.59,29983.36,0,4813.19,1285.36,6,1,1,0,-10871.44,4,26162.88,0,0,1,18467.14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260005778,202106,1,0,0,47,277,3163.1,43640.53,1760.36,1038.41,157.44,9,1,1,0,-103.84,2,4419.74,0,1217.19,1,2840.3,1,3,3533.16,1,2,1507.36,1,3,3450.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1507.36,3,3450.96,0,0,6,18329.02,0,0,0,0,0,0,1,1774.04,10,1760.36,0,0,0,0,0,1,4692,1,31014.12,0,0,0,0,0,0,0,0,0,0,0,0,1,77,0,0,0,0,0,0,0,0,0,58,0,1,0,0,44339.4,-548,,25471.98,25471.98,0,3450.96,0,49266,0,0,0,0,-2592.33,0,3104,3450.96,3,0,2991.15,0,0,44339.4,-791,,10018.25,11751.4,0,1507.36,0,49266,0,0,0,0,-1196.46,0,5439,1507.36,2,0,1407.6
260085419,202106,1,0,0,72,293,3279.14,34374.29,4038.05,-1067.33,420.35,10,1,1,0,-411.41,2,21560.52,0,26881.6,1,43440.07,1,0,0,1,13,29065.84,1,2,336.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,61.93,7,15324.51,2,336.08,0,0,0,0,0,0,0,0,0,0,1,3413.33,12,4038.05,1,0,0,1,117.3,2,41055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,1059077.33,-638,,336.08,336.08,0,336.08,0,1176777.38,0,0,21,336.08,-336.08,0,4476,336.08,2,0,11.73,0,0,1380604.87,-1004,,25182.38,28424.41,1114.51,24661.78,10.7,1534005.41,0,0,21,29602.09,-27722.06,11.71,7806,24661.78,13,0,2181.78
260110065,202106,1,0,0,50,153,3409.28,17045.56,1788.09,-698.48,2080.57,7,1,1,0,0,2,141560.18,0,9730.83,1,530928.11,1,2,2554.79,1,8,47084.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,335758.41,0,0,1,69.81,0,0,0,0,0,0,0,0,0,0,1,1069.07,0,0,0,0,8,1788.09,1,0,0,1,234.6,0,0,0,0,10,76831.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10,76831.5,0,0,79,0,1,0,0,177357.6,-1034,,0,0,0,,,197064,,,7,0,,,4097,,,,0,0,0,177357.6,-1399,,39699.53,46567.54,0,28950.33,0,197064,0,0,7,0,-56855.57,0,4097,28950.33,6,0,2826.93
260366112,202106,1,0,0,61,283,-414.09,-13730.85,2918.59,-3399.22,558.05,8,1,1,0,-883.28,2,5078.82,0,2.24,1,15994.47,1,11,26061.79,1,17,31332.23,1,4,5248.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,21106.21,8,12953.66,0,0,0,0,7,42621.95,0,0,0,0,1,,1,2505.95,12,2918.59,0,0,0,0,0,3,35389.41,2,28142.61,0,0,0,0,0,0,0,0,0,0,0,0,1,54,1,3,0,0,4,0,0,0,0,183,0,1,0,0,999959.04,-395,,6742.43,4507.56,2234.86,3494.9,23.1,1111065.6,0,0,7,0,-1631.76,0,7674,3494.9,2,0,1818.15,0,0,1399942.65,-1004,,43729.39,49027.2,2267.37,24337.02,6.22,1555491.84,0,0,7,0,-42258.38,0,7780,24337.02,15,0,21465.9
